image_link,group_id,entity_name,entity_value,tesseract,doctr,easyocr,kerasocr,ensemble_output
https://m.media-amazon.com/images/I/91nZRBD0rzS.jpg,178958,maximum_weight_recommendation,125 kilogram,,JJ 125 Kg Bench Load capacity 6 - E,125 Kg Bench Load capacity,125 kg bench load capacity d c c c,125 kg bench load capacity d c c c
https://m.media-amazon.com/images/I/81l7rtllEuL.jpg,120219,maximum_weight_recommendation,13.0 ton,,"Multiple Combination Use (2+2 Rows) for Deep Narrow Drawer 26"" 95 13 to Multiple Combination Use (1+3 Rows) for Small Drawer 13"" 18""","Multiple Combination Use (2+2 Rows) for Deep Narrow Drawer 5"" 13 to 9 Multiple Combination Use (1+3 Rows) for Small Drawer 26"" _ 13"" 18""",multiple combination 2t2 use rows for deep narrow drawer to261 s 13 9 multiple combination use small 1t3 rowsl drawer for 1311 181,"Multiple Combination Use (2+2 Rows) for Deep Narrow Drawer 26"" 95 13 to Multiple Combination Use (1+3 Rows) for Small Drawer 13"" 18"""
https://m.media-amazon.com/images/I/61oxhLxHJAL.jpg,801829,maximum_weight_recommendation,105 kilogram,R eS CELLBELL CALLISTO A- 42cm D-64cm Height Sustainability - 5.2Ft- 6Ft B-50cm E-106cm Weight Sustainability - 105 kgs C-50cm F-48-62cm,CELLBELL CL19090 A-42 cm D-64 cm Height Sustainability - 5.2Ft- 6Ft B-50 cm E - 106 cm Weight Sustainability - 105 kgs C-50 cm F = 48-62 cm A I E F -,CELLBELL Cz+LEJsTO A 42 cm D - 64 cm Height Sustainability 5.2Ft- 6Ft B 50 cm E - 106 cm Weight Sustainability 105 kgs C - 50 cm F 48-62 cm,cellbell calfisto 42 64 height sustainability 52ft 6ft a de cm cm s sustainability weight 105 kgs 50 106 b ee cm cm ce 50 f 4862 cm cm a e b f,CELLBELL CL19090 A-42 cm D-64 cm Height Sustainability - 5.2Ft- 6Ft B-50 cm E - 106 cm Weight Sustainability - 105 kgs C-50 cm F = 48-62 cm A I E F -
https://m.media-amazon.com/images/I/71f+HGMAuYL.jpg,120219,maximum_weight_recommendation,400.0 gram,_ CARTRUNK ORGANIZER L nado SPECIFICATIONS ACCESSORIES STORAGE HENDAL POLYESTER 400 GSM POLYESTER WEBBING FELT THREAD,CAR TRUNK ORGANIZER Freddo SPECIFICATIONS ACCESSORIES STORAGE 3 dA 944 SHINEPRO - HENDAL POLYESTER 400 GSM POLYESTER WEBBING FELT THREAD,Freddo CAR TRUNK ORGANIZER SPECIFICATIONS ACCESSORIES STORAGE E EHNXeno HENDAL POLYESTER 400 GSM POLYESTER WEBBING FELT THREAD 2 oppau],neddo car trunk organizer specifications accessories storage opeah shinxro hendal polyester polyester 400 gsm thread webbing felt,neddo car trunk organizer specifications accessories storage opeah shinxro hendal polyester polyester 400 gsm thread webbing felt
https://m.media-amazon.com/images/I/613vDp6SVGL.jpg,150913,maximum_weight_recommendation,25 kilogram,5 Woosh 3 Stroll COSATTO NSurilel(-Mixelnallcliadalnce) 25kg (4 years approx) Concertina one-hand compact fold —_ Viewing window to keep with one-hand auto lock. tabs on your passenger. Cup holder. O—— UPF100+ double-tiered hood for ultimate shading. Removable bumper bar. Exquisite detailing including pockets and a magic bell. Extra large basket. All-round suspension for a smooth ride.,Woosh 3 Stroller COSATTO Suitable from birth to 25kg (4 years approx.) Concertina one-hand compact fold Viewing window to keep with one-hand auto lock. tabs on your passenger. Cup UPF100+ double-tiered holder. hood for ultimate shading. Removable bumper bar. Exquisite detailing including pockets and a magic bell. Extra large basket. All-round suspension for a smooth ride.,Woosh 3 Stroller COSATTO Suitable from birth to (4 years approx ) Concertina one-hand compact fold window to with one-hand auto lock: tabs on your passenger. UPFIOO+ double-tiered holder. hood for ultimate Removable bumper bar: Exquisite detailing including pockets and magic bell: Extra large basket: All-round suspension for smooth ride. 25kg Viewing keep Cup shading: COSATO,woosh stroller 3 cosatto suitable from birth 25k9 4 d to years approx concertina viewing onehand fold window keep compact to with onehand tabs lock auto your passenger on cup upfioot doubletiered holder hood for ultimate shading s removable bumper bar exquisite detailing including pockets and bell magic a cosato extra large basket allround for smooth ride suspension a,5 Woosh 3 Stroll COSATTO NSurilel(-Mixelnallcliadalnce) 25kg (4 years approx) Concertina one-hand compact fold —_ Viewing window to keep with one-hand auto lock. tabs on your passenger. Cup holder. O—— UPF100+ double-tiered hood for ultimate shading. Removable bumper bar. Exquisite detailing including pockets and a magic bell. Extra large basket. All-round suspension for a smooth ride.
https://m.media-amazon.com/images/I/6197cNt3K1L.jpg,751532,maximum_weight_recommendation,400 pound,"Twin Size Recommended mattress size: 39"" 75"" Capacity","TwinSize Recommended mattress size: 39""x75"" 41.14"" 6.29 II 78.34"" 39.96"" Ibs 400 Capacity","Twin Size Recommended mattress size: 39""x75"" 41.14"" 6.29 78.34"" 39.96"" Ibs 400 Capac ity",twin size 89 x761 recommended mattress sizer 4114 629 7834 39961 ibs t00 capacity,"Twin Size Recommended mattress size: 39"" 75"" Capacity"
https://m.media-amazon.com/images/I/71ZWHUvAtHL.jpg,120219,maximum_weight_recommendation,201.0 gram,,- - UT a - CMA -,ttex 07,ortex merek arnedio ca,ortex merek arnedio ca
https://m.media-amazon.com/images/I/81sZPY-rrrL.jpg,933453,maximum_weight_recommendation,120 pound,4-40 lb ———— 22-65 b Three recline positions oH a For children at least 2 years old 40-120 Ib 40-120 lb For children For children at least at least 4 years old 4 years old a ee,REAR-FACING FORWARD-FACING HARNESS HARNESS 4-40 Ib 22-65 Ib Three recline positions ) For children everflo at least 2 I years old DAE 6 - - HIGH-BACK NO-BACK BOOSTER BOOSTER 40-120 Ib 40-120 Ib For children For children at least at least 4 years old 4 years old 1SEAT. 4 MODES.10 YEARS. FOR CHILDREN 4-120 - LB,REAR-FACING FORWARD-FACING HARNESS HARNESS 4-40 Ib 22-65 Ib Three recline positions For children evenfla at least 2 years old = HIGH-BACK NO-BACK evenib BOOSTER BOOSTER 40-120 Ib 40-120 Ib For children For children at least at least 4years old 4 years old 1 SEAT; 4 MODES. 10 YEARS. FOR CHILDREN 4-120 LB eveniio,rearfacing forwardfacing harness harness 440 2265 lb ib for three children recline positions least at evenflo 2 old years emonlo higheback noback booster booster evenila 40120 40120 lb lb for children for children least least at at old old 4 a years years modes years seat 10 t 4 children for 4120 lb,4-40 lb ———— 22-65 b Three recline positions oH a For children at least 2 years old 40-120 Ib 40-120 lb For children For children at least at least 4 years old 4 years old a ee
https://m.media-amazon.com/images/I/81EYZkYzgtL.jpg,801829,maximum_weight_recommendation,275 pound,Adjustable Lumbar Support Fabric Upholstered a Height-Adjustable 2 5 b ick Assembl Arms Weight Capacity eu y,Fabric Upholstered Adjustable Lumbar Support - 275lb Height-Adjustable Quick Assembly Arms Weight Capacity,Fabric Upholstered Adjustable Lumbar Support 0 Height-Adjustable 2751b Arms Quick Assembly Weight Capacity,adjustable lumbar fabric upholstered support 275lb heightadjustable quick assembly arms weight capacity,Adjustable Lumbar Support Fabric Upholstered a Height-Adjustable 2 5 b ick Assembl Arms Weight Capacity eu y
https://m.media-amazon.com/images/I/81WpHVocFKL.jpg,120219,maximum_weight_recommendation,160.0 gram,: 160gr Weight Serre es Seeand rier Sedtrso rey sry ietdcecters leneeese hegecate eacaaees Treer pes ASO oag a eeeg ecbeeee taeSs eee tty eegneees eaaneee Titer: kod,PRODUCT DIMENSION L=15cm I W=4cm I H=15cm Weight : 160gr -,PRODUCT DIMENSION L=1Scm W=4cm HE1Scm Weight : 160gr L M,product dimension le15cm weacm he15cm weight 16ogr 0 rar e,product dimension le15cm weacm he15cm weight 16ogr 0 rar e
https://m.media-amazon.com/images/I/61Z5wMKfjbL.jpg,221399,maximum_weight_recommendation,150 kilogram,"Washable Hanging cotton Swing Jhula WEIGHT CAPAPCITY 150Kg Washable premium salien sustainable fabric FEATURES Washable,Compact , Portable & Foldable 100 Branded quality",STYLE Washable Hanging cotton Swing Jhula WEIGHT CAPAPCITY I - 150Kg MATERIAL Washable premium salien sustainable fabric $ FEATURES Washable.compact. Portable & Foldable QUALITY 100 Branded quality,"STYLE Washable Hanging cotton Swing IJhula WEIGHT CAPAPCITY 150Kg MATERIAL Washable premium salien sustainable fabric FEATURES Washable,Compact Portable & Foldable QUALITY 100 Branded quality",style washable hanging cotton swing ihula capapcity weight 150kg material washable salien premium sustainable fabric features washablecompact l portable foldable 8 quality branded 100 00 quality,"Washable Hanging cotton Swing Jhula WEIGHT CAPAPCITY 150Kg Washable premium salien sustainable fabric FEATURES Washable,Compact , Portable & Foldable 100 Branded quality"
https://m.media-amazon.com/images/I/51A+Tp2-MvL.jpg,933453,maximum_weight_recommendation,3.5 kilogram,470 mm,"TRIO a & - S - - - - - nania 440 mm 650 mm Kg 3,5","TRIO 1 nania 440 mm 650 mm Kg 3,5",trio s r nania 650 440 mm mm 35 kg,trio s r nania 650 440 mm mm 35 kg
https://m.media-amazon.com/images/I/51P4yI-NvvL.jpg,178958,maximum_weight_recommendation,11.0 pound,2.5in i <> [« 72in [472m {om E ° 4 [« 72in [« 72in » A48in 48in 11.02in “a7 0010 02in i 65in 45.07in,65in 45.07in 2.5in 4.72in 4.72in 4.72in - 4.72in 11lbs 4.72in 7.48in 7.48in 11.02in 11.02in,65in 45.07in 2.5in 4.72in 4.72in 4.72in 1 4.72in 11lbs 4.72in 7.48in 7.48in 11.02in 11.02in,65in 45o7in 25in 472in 472in 472in s 472in 111bs 472in 748in 748in 11021n 11021n,65in 45.07in 2.5in 4.72in 4.72in 4.72in - 4.72in 11lbs 4.72in 7.48in 7.48in 11.02in 11.02in
https://m.media-amazon.com/images/I/71wcyfQxdBL.jpg,969033,maximum_weight_recommendation,40 pound,(oy mints : Up to 40 lbs 30x20x2.5 inch V V 76*S1*6 CM — Up to 60 lbs 35*23x2.5 inch Vv V aad or oa Up to 65 lbs EL 36x27x2.5 inch x V 91x68x6 cm sz : Up to 85 lbs 41x27x2.5 inch V V 104x68x6 cm . Up to 90 lbs 44x32x2.5 inch y 112x81x6 cm ' = A7x29x2.5 inch Up to 100 Ibs x x XXL-Crate elie V ¢ 120x74x6 cm . 50x36x2.5 inch Up to 120 Ibs 127x91x6 cm D4 V,On the Size Name Size For Crate Suggested Dog Weight Floor Upto 40 Ibs M-Crate 30x20x2.5 inch V V 76x51x6 cm Upto 60 Ibs L-Crate 35x23x2.5 inch V V 89x58x6 cm Upto 65 Ibs 36x27x2.5 inch X V 91x68x6 cm D Upto 85 Ibs 41x27x2.5 inch XL-Crate V V 104x68x6 cm D Up to 90 Ibs 44x32x2.5 inch XL X V 112x81x6 cm a Up to 100 Ibs 47x29x2.5 inch XXL-Crate V V 120x 4x6 cm a Upto 120 Ibs 50x36x2.5 inch XXL X 127x91x6 cm -,On the Size Name Size For Crate Floor Suggested Dog Weight Up to 40 Ibs M-Crate 30*20*2.5 inch 76x51x6 cm Up to 60 Ibs L-Crale 35*23*2.5 inch 89x58*6 cm Up to 65 Ibs 36*27x2.5 inch 91x68x6 cm Up to 85 Ibs 41*27x2.5 inch XL-Crate 104*68x6 cm Up to 90 Ibs 44*32*2.5 inch XL 112*81*6 cm Up to 100 Ibs 47x29x2.5 inch XXL-Crate 120*74*6 cm Up to 120 Ibs 50x36*2.5 inch XXL 127x91x6 cm,on the size name size for crate suggested dog weight floor up to 40 ibs 30x20x25 inch mecrate 76x51x6 cm upto 60 ibs 35x23x25 inch lacrate 81x58x6 cm 65 upto ibs 36x27x25 inch 11x68x6 cm up to 85 ibs x27x25 inch 41 xlcrate 104x68x6 cm 90 ibs upto 44x32x25 inch xl x 112x81 x6 cm 100 up to ibs 47x29x25 inch xxlicrate 120x74x6 cm up to 120 ibs 50x36x25 inch xxl 127x71 x6 cm,on the size name size for crate suggested dog weight floor up to 40 ibs 30x20x25 inch mecrate 76x51x6 cm upto 60 ibs 35x23x25 inch lacrate 81x58x6 cm 65 upto ibs 36x27x25 inch 11x68x6 cm up to 85 ibs x27x25 inch 41 xlcrate 104x68x6 cm 90 ibs upto 44x32x25 inch xl x 112x81 x6 cm 100 up to ibs 47x29x25 inch xxlicrate 120x74x6 cm up to 120 ibs 50x36x25 inch xxl 127x71 x6 cm
https://m.media-amazon.com/images/I/71233JpM+bL.jpg,120219,maximum_weight_recommendation,5.0 kilogram,Laptops A4 paper . ipad Smartphones Mice — Portable power Music players Water cup as) Umbrella J Stationery bag Notebooks Calculator,Bag-in-Bag Stylish and Easy to Carry. DoubleA Laptops A4 paper load-bearing S ipad Smartphones 5kg Mice Portable power 08 ALNG World Science - Music players Water cup Card Holder Umbrella Stationery bag Notebooks R345678902 3 a 0 Calculator,[Bag-in-Bag] Stylish and Easy to Carry. Doubl Laptops A4 paper load-bearing ipad Smartphones Mice Portable power ninG World Science Music players Water cup Card Holder Umbrella Stationery Notebooks 134569B98 0e Calculator Skg bag,stylish and bagrinbagl easy carrys to dd double a a4 laptops paper loadbearing smartphones ipad 5kg g portable mice power tilung world science music players water cup card holder umbrella stationery bag notebooks dnbiboic calculator,Laptops A4 paper . ipad Smartphones Mice — Portable power Music players Water cup as) Umbrella J Stationery bag Notebooks Calculator
https://m.media-amazon.com/images/I/61aw2QimqBL.jpg,171418,maximum_weight_recommendation,50 kilogram,Dimensions & Y): 6 Months Up to Safety to 5 Years 50 Kgs Certified,Dimensions : db EN14988:2017 6 Months Upto Safety to 5 Years 50 Kgs Certified V - Rfor Rabbit' Rabbit 70 cms 94 cms a 6 47 cms 64 75 cms 60 cms,Dimensions Ested EN14988.2017 6 Months Up to Safety to 5 Years 50 Kgs Certified atrablit Aian 70 cms 94 cms 47 75 cms 60 44988 8 52 cms cms,1988 en dimensions rested en14988 2017 upto safety months 6 50 kgs certified years 5 to rlor rabbl rlo pabon 70 cms 94 cms cms 47 52 cms 75 cms 60 cms,Dimensions & Y): 6 Months Up to Safety to 5 Years 50 Kgs Certified
https://m.media-amazon.com/images/I/61-OOEiqhwL.jpg,801829,maximum_weight_recommendation,150 kilogram,OQ d © & & Capacity up to Durable Water Proof Dust Proof Termite Proof 150 kgs Spider Web Inspired Design So © ®& Light Weight Strong Corrosion Proof Gas Moulding Maintenance Legs for Free Steady Support,A Capacity up to Durable Water Proof Dust Proof Termite Proof 150 kgs Spider Web Inspired Design H - S Light Weight Strong Corrosion Proof Gas Moulding Maintenance Legs for Free Steady Support,Capacity up to Durable Water Proof Dust Proof Termite Proof 150 kgs Spider Web Inspired Design Light Weight Strong Corrosion Proof Gas Moulding Maintenance Legs for Free Steady Support,termite proof durable dust water proof proof capacity to up 150 kgs spider web design inspired maintenance gas moulding corrosion light weight strong proof legs for free steady support,termite proof durable dust water proof proof capacity to up 150 kgs spider web design inspired maintenance gas moulding corrosion light weight strong proof legs for free steady support
https://m.media-amazon.com/images/I/71gxObv6iDL.jpg,801829,maximum_weight_recommendation,265 pound,WHY CHOOSE US - OUR - - OTHERS - Waterproof Not waterproof,WHY CHOOSE US - OUR = OTHERS = VG Firm & Stable Easy to crack Vs T - I - Load Capacity 265lb Only 200lb - Vs Waterproof Not waterproof,WHY CHOOSE US OUR OTHERS Firm & Stable to crack Load Capacity 265lb Only 200lb Waterproof Not waterproof Easy,us why choose others our crack easy stable to firm e load capacity 265lb 20olb only waterproof waterproof not,us why choose others our crack easy stable to firm e load capacity 265lb 20olb only waterproof waterproof not
https://m.media-amazon.com/images/I/61lT39o5V0L.jpg,221399,maximum_weight_recommendation,100 kilogram,y 7 Shape: r D-Shape Weight Holding Capacity: 100 Kgs Material: r Cotton Ropes with Sturdy Frame Features: Eco-Friendly & Skin- Friendly Quality: 100 Natural & of high quality,Shape: ECO D-Shape FRIENDLY PRODUCT Weight Holding Capacity: 100 Kgs Material: Cotton Ropes with Sturdy Frame Features: Eco-Friendly & Skin- Friendly Quality: 100 Natural & of high quality,Shape: ECO D-Shape FRIENDLY PRODUCT Weight Holding Capacity: 100 Material: Cotton Ropes with Sturdy Frame Features: Eco-Friendly & Skin - Friendly Quality: 100 Natural & of high quality Kgs,shaper eco dshape friendly product weight holding capacityi 100 kgs materiall cotton with sturdy ropes frame features ecofriendly skin 8 friendly quality of high 10000 natural 8 quality,shaper eco dshape friendly product weight holding capacityi 100 kgs materiall cotton with sturdy ropes frame features ecofriendly skin 8 friendly quality of high 10000 natural 8 quality
https://m.media-amazon.com/images/I/61WyVfI3-oL.jpg,704724,maximum_weight_recommendation,100 kilogram,REACH PRODUCT DIMENSIONS 8 100 KG MAX USER WEIGHT,"CACH PRODUCT DIMIENSIONS 4 100 KG MAX 4 USER WEIGHT 46"" a N 5 a - W REACH I - 24"" a - 61""","FEACH PRODUCT DIMENSIONS 100 KG MAX USER WEIGHT 46"" B P FEACH 24"" 61""",each product dimensions 100 kg max user weight 461 ve raach 241 61 ii,each product dimensions 100 kg max user weight 461 ve raach 241 61 ii
https://m.media-amazon.com/images/I/51Qaj2rzMkL.jpg,462757,maximum_weight_recommendation,130 kilogram,HIGHLIGHTS 3.0H 6.0OHP PEAK DC MOTOR MAXIMUM USER WEIGHT 1 - IGKMPH SPEED RANGE,HIGHLIGHIS 3.0HP a - 6.OHP PEAK DC MOTOR SAE D 130KG a MAXIMUM - USER WEIGHT 1-16KMPH SPEED RANGE X DURAFT,HIGHLIGHTS 3.OHP 6.OHP PEAK DC MOTOR 130KG MAXIMUM USER WEIGHT 1 - I6KMPH SPEED RANGE 1 DURAFIT,highlighits zohp en ohp dc motor 6 peak 13okg maximum user weight 16kmph te s speed range durafit,highlighits zohp en ohp dc motor 6 peak 13okg maximum user weight 16kmph te s speed range durafit
https://m.media-amazon.com/images/I/71FiIPwu3rL.jpg,150913,maximum_weight_recommendation,35 pound,"Let’s compare Dathem Wonderfold W2 Keenz 7S Veer Evan fio Pivot Xplore WEIGHT LIMIT 150 Ibs 200 Ibs TIO Ibs 150 Ibs 120 Ibs PRODUCT WEIGHT 35 Ibs 45 Ibs 32 Ibs 33 Ibs 34.7 lbs RECLINE MODE vA vy X xX X PARENT CUP HOLDER J X J Jv X CHILD CUP HOLDER A X X J J CHILD TRAY wv xX X JY J XL FULL COVERAGE CANOPIES Jv X X X X ONE-STEP FOLD J X X X X ACCEPTS INFANT CAR » 4 xX SEAT J vf JS DIMENSIONS 37” x 21.5” x 25” 30.5” x 19” x 16.5” 34” x 34.6” x 19” 37” x 20” x 25” 45” x 27” x 39” nT eeES 4"" x 25"" x15"" 40"" x 23"" x 19"" 30.75” x 12” 37""x20""x14"" 37""x27""x23"" DIMENSIONS","Let's compare Evenflo Pivot Anthem Wonderfold W2 Keenz 7S Veer Xplore WEIGHT LIMIT 150 Ibs 200 Ibs 710 Ibs 150 Ibs 120 Ibs PRODUCT WEIGHT 35 Ibs 45 Ibs 32 Ibs 33 Ibs 34.7 Ibs RECLINE MODE X X X PARENT CUP X HOLDER X CHILD CUP HOLDER X X CHILD TRAY X X XL FULL COVERAGE X X X X CANOPIES ONE-STEP FOLD X X X X ACCEPTS INFANT CAR X X SEAT DIMENSIONS 37"" X 21.5"" X 25"" 30.5"" X 19"" X 16.5"" 34"" X 34.6"" X 19"" 37"" X 20"" X 25"" 45"" X 27"" X. 39"" FOLDED 41"" X 25""x15"" 40"" X 23"" X 19"" 30.75"" x 12"" 37"" X 20"" X 14"" 37"" X 27"" X 23"" DIMENSIONS","Let's compare Evenflo Pivot Anthem Wonderfold W2 Keenz 7S Veer Xplore WEIGHT LIMIT 150 Ibs 200 Ibs 110 Ibs 150 Ibs 120 Ibs PRODUCT WEIGHT 35 Ibs 45 Ibs 32 Ibs 33 Ibs 34.7 Ibs RECLINE MODE PARENT CUP X HOLDER CHODDERP : CHILD TRAY X XL FGANOVERAGE X X ONE-STEP FOLD ' X x ACCEPTS INFANT CAR X SEAT DIMENSIONS 37"" x 21.5"" x 25"" 30.5"" x 19"" x 16.5"" 34"" x 34.6"" x 19"" 37"" x 20"" x 25"" 45"" x 27"" x 39"" FOLDED 41"" x 25"" x 15"" 40"" x 23"" x 19"" 30.75"" x 12"" 37"" x 20"" x 14"" 37"" x 27"" x 23"" DIMENSIONS",lets compare pivot evenflo anthem wonderfold w2 keenz 7s veer xplore 150 ibs 110 ibs 150 ibs 120 ibs 200 ibs weight limit 35 45 32 347 ibs ibs ibs ibs product weight 33 ibs recline mode x x parent cup holder x child cup holder x x child tray e s x x xl full coverage canopies x x onestep fold accepts infant car seat x391 dimensions 371 2151 x251 3051 19u 1651 34 x3461 x1g1 371 x207 x251 45 x27 x x x folded 411 254 151 4ou x231 191 30751 x127 371 x207 x14 371 x271 x231 x x x dimensions,lets compare pivot evenflo anthem wonderfold w2 keenz 7s veer xplore 150 ibs 110 ibs 150 ibs 120 ibs 200 ibs weight limit 35 45 32 347 ibs ibs ibs ibs product weight 33 ibs recline mode x x parent cup holder x child cup holder x x child tray e s x x xl full coverage canopies x x onestep fold accepts infant car seat x391 dimensions 371 2151 x251 3051 19u 1651 34 x3461 x1g1 371 x207 x251 45 x27 x x x folded 411 254 151 4ou x231 191 30751 x127 371 x207 x14 371 x271 x231 x x x dimensions
https://m.media-amazon.com/images/I/71tOczT+KUL.jpg,969033,maximum_weight_recommendation,100 pound,"L 24"" x18"" x8"" Best for pets up to 25 Ibs XL 32"" x24"" x8"" Best for pets up to 35 Ibs XXL 36"" x28"" x8” Best for pets up to 55 Ibs XXXL 43"" x33"" x8"" Best for pets up to 100 Ibs","Sizes Available L 24"" x18"" x8"" Best for pets up to 25 Ibs XL 32"" x24"" x8"" Best for pets up to 35 Ibs XXL 36"" x28"" x8"" Best for pets up to 55 Ibs XXXL 43"" x33"" x8"" Best for pets up to 100 Ibs","Sizes Available 24"" xl8"" x8"" Best for pets up to 25 Ibs XL 32"" x24"" x8"" Best for up to 35 Ibs XXL 36"" x28"" x8"" Best for up to 55 Ibs XXXL 43"" x33"" x8"" Best for pets up to 100 Ibs pets pets",sizes available l 24 x181 x8 best for pets 25 ibs to up xl 321 x24 xe1 best for pets 35 to ibs up xxl 361 x28 x81 best for pets 55 to ibs up xxxl 431 li x33 x8 best for 100 pets to ibs up,sizes available l 24 x181 x8 best for pets 25 ibs to up xl 321 x24 xe1 best for pets 35 to ibs up xxl 361 x28 x81 best for pets 55 to ibs up xxxl 431 li x33 x8 best for 100 pets to ibs up
https://m.media-amazon.com/images/I/81ae4Ju3wPL.jpg,751532,maximum_weight_recommendation,660 pound,"Durably crafted with steel tubing and quality wood, with support legs for the base Durable Steel Tubing Quality Wood Weight Capacity","STURDY MATERIALS Durably crafted with steel tubing and quality wood, with support legs for the base I0 Durable Steel Tubing 6 Quality Wood 660 LBS Weight Capacity","STURDY MATERIALS Durably crafted with steel tubing and quality wood, with support legs for the base Durable Steel Tubing Quality Wood 660 LBS Weight Capacity",sturdy materials durably crafted with steel tubing and quality with the base wood for support legs durable tubing steel quality wood 660 lbs weight capacity,"Durably crafted with steel tubing and quality wood, with support legs for the base Durable Steel Tubing Quality Wood Weight Capacity"
https://m.media-amazon.com/images/I/61sdGQ6FkVL.jpg,120219,maximum_weight_recommendation,22.0 pound,,Heavy Duty Max Lod up to 22Ibs,Heavy Duty Max Lod up to 22lbs,syenye heavy duty lod 22lbs max to up,syenye heavy duty lod 22lbs max to up
https://m.media-amazon.com/images/I/710kOV-Bm-L.jpg,120219,maximum_weight_recommendation,290.0 gram,"100 GUARANTEE » E & CO Friendly, Seat bottom steel hook Bottom plate Front steel hook","WEIGHT:290g 100 (ISIOMERSAISACION Eco GUARANTEE Friendly D Carabiner - I Adjustable Length Straps Leather edging A - 11.8"" A - 8 Thickened mesh 15.500 K Seat bottom Botfom plate steel hook Front steel hook","WEIGHT:= 100 (USIQMER SAtISFACTON Eco GUARANTEE Friendly Carabiner Adjustable Length Straps Leather edging 4 11.8"" Thickened mesh 15650 Seat bottom Bottom plate steel hook Front steel hook 290g 8",1000 weightizzog eco usomersatisaion guarantee friendly carabiner adjustable length straps leather edging s 6 1181 thickened mesh 15500 seat bottom bottom plate steel hook front steel hook,"100 GUARANTEE » E & CO Friendly, Seat bottom steel hook Bottom plate Front steel hook"
https://m.media-amazon.com/images/I/7198e8ql2bL.jpg,801829,maximum_weight_recommendation,120 kilogram,"PARTS High Quality Nylon Base Easily Withstand Weight Upto-120 kg Heavy Duty Nylon Castor Wheels Class 4 Gas Lift with Cover Soft Padded & Fixed Arm Rest li 7,",PARTS High Quality Nylon Base Easily Withstand Weight Upto-120 kg Heavy Duty Nylon Castor Wheels Class 4 Gas Lift with Cover Soft Padded & Fixed Arm Rest,PARTS High Quality Nylon Base Easily Withstand Weight Upto-120 kg Heavy Nylon Castor Wheels Class 4 Gas Lift with Cover Soft Padded & Fixed Arm Rest Duty,parts high quality nylon base easily withstand weight upto120 kg nylon castor wheels heavy duty class gas lift with cover 4 soft padded 8 fixed rest arm,parts high quality nylon base easily withstand weight upto120 kg nylon castor wheels heavy duty class gas lift with cover 4 soft padded 8 fixed rest arm
https://m.media-amazon.com/images/I/71eOhcFU5JL.jpg,488883,maximum_weight_recommendation,400 pound,15in 38cm rr (0) fe] Cc © Oo =) fe) >,Maximum Weight Capacity 400 LBS S A C - Ad - FBMRo 15inch you can get: 1xLid 1xBase 1xFolding panel A5inen,Maximum Weight Capacity 400 LBS & I you can get: 1 IxLid IxBase IxFolding panel 3 1 15in 38cm 15inch 1Sinch,maximum weight capacity 400 lbs e i lg 15inib8cm 15ini38cm 15inch s get can you 1xlid 2 ixbase ixfolding panel 3 15inch,Maximum Weight Capacity 400 LBS & I you can get: 1 IxLid IxBase IxFolding panel 3 1 15in 38cm 15inch 1Sinch
https://m.media-amazon.com/images/I/81d1z0Mpg9L.jpg,120219,maximum_weight_recommendation,18.0 kilogram,,A ns r 54t leer bar. Berwed incrinN ifweiser beer. Broris ns t du NHN asin e erk ite : No) 2 M tginy 4AA4 Brir 001 pratailen uals ren a FIRTArN I 124 npsr # 1 rrk C - e 6 PASORNED S E 3 7 7 7 A A Load capacity 18KG Won't drop Suacorase,NO~SLo Op F 8. Sa NReUser #FUSER 30 Load capacity 18KG Won't Korld. 876 5u3 drop,horudd rrp boned or s76 saa ce v l bu sul nheuser heusers 18kg capacity load wont drop,NO~SLo Op F 8. Sa NReUser #FUSER 30 Load capacity 18KG Won't Korld. 876 5u3 drop
https://m.media-amazon.com/images/I/71iRJQR4PsL.jpg,969033,maximum_weight_recommendation,85.0 pound,For Medium dog TS Up to 35 lbs For Large dog Up to 45 bs For X-Large dog ___ Up to 65 bs For XX-Large dog Up to g5ibs,For Medium dog Up to 35 Ibs MEDIUM For Large doq Up to 45 Ibs LARGE For X-Large doq Up to 65 Ibs X-LARGE For XX-Large doq Up to 85 Ibs XX-LARGE,For Medium Up to 35 Ibs MEDIUM For Large Up to 45 Ibs LARGE For X-Large Up to 65 Ibs X-LARGE For XX-Large Up to 85 Ibs XX-LARGE dog dog dog dog,for medium dog up ibs to 35 medium for large dog up to ibs 45 large for xlarge dog upto ibs 65 xlarge for xxlarge dog up to ibs 85 xxlarge,for medium dog up ibs to 35 medium for large dog up to ibs 45 large for xlarge dog upto ibs 65 xlarge for xxlarge dog up to ibs 85 xxlarge
https://m.media-amazon.com/images/I/619GTLxFWVS.jpg,801829,maximum_weight_recommendation,300.0 pound,Maximum Weight:300 Pounds 16.5 ” 16.5 ” 19.5 ”,Maximum Weight:300 Pounds 16.5 M 24 M 16.5 J 18.5 M 17.5 M 19.5 M - 25 N,Maximum Weight:300 Pounds 16.5 24 16.5 18.5 17.5 19.5 25,maximum weight3o0 pounds ju 165 ju 24 j 165 ji 185 ii 175 i 195 25,Maximum Weight:300 Pounds 16.5 ” 16.5 ” 19.5 ”
